# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2031681	2032127	+	WP_005009157.1	WP_005009157.1		50S ribosomal protein L9	rplI		KI216_RS09655	447	148	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2032373	2033803	+					dnaB		KI216_RS09660	1431		old_locus_tag=ACBO_18770
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2032373	2033803	+	WP_005009155.1	WP_005009155.1		replicative DNA helicase	dnaB		KI216_RS09660	1431	476	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2033854	2034927	+					alr		KI216_RS09665	1074		old_locus_tag=ACBO_18780
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2033854	2034927	+	WP_005009153.1	WP_005009153.1		alanine racemase	alr		KI216_RS09665	1074	357	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2034994	2035728	-							KI216_RS09670	735		old_locus_tag=ACBO_18790
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2034994	2035728	-	WP_005009148.1	WP_005009148.1		proteasome-type protease			KI216_RS09670	735	244	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2035745	2036524	-							KI216_RS09675	780		old_locus_tag=ACBO_18800
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2035745	2036524	-	WP_005009147.1	WP_005009147.1		transglutaminase family protein			KI216_RS09675	780	259	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2036521	2037123	-							KI216_RS09680	603		old_locus_tag=ACBO_18810
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2036521	2037123	-	WP_005009146.1	WP_005009146.1		alpha-E domain-containing protein			KI216_RS09680	603	200	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2037145	2038707	-							KI216_RS09685	1563		old_locus_tag=ACBO_18820
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2037145	2038707	-	WP_005009145.1	WP_005009145.1		circularly permuted type 2 ATP-grasp protein			KI216_RS09685	1563	520	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2038945	2039946	+							KI216_RS09690	1002		old_locus_tag=ACBO_18830
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2038945	2039946	+	WP_026253414.1	WP_026253414.1		WYL domain-containing protein			KI216_RS09690	1002	333	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2040480	2042150	+							KI216_RS09695	1671		old_locus_tag=ACBO_18840
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2040480	2042150	+	WP_005009143.1	WP_005009143.1		FMN-binding glutamate synthase family protein			KI216_RS09695	1671	556	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2042221	2043261	-							KI216_RS09700	1041		old_locus_tag=ACBO_18850
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2042221	2043261	-	WP_005009142.1	WP_005009142.1		alpha/beta hydrolase			KI216_RS09700	1041	346	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2043261	2044385	-							KI216_RS09705	1125		old_locus_tag=ACBO_18860
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2043261	2044385	-	WP_005009138.1	WP_005009138.1		YdcF family protein			KI216_RS09705	1125	374	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2044412	2045440	-					murB		KI216_RS09710	1029		old_locus_tag=ACBO_18870
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2044412	2045440	-	WP_005009136.1	WP_005009136.1		UDP-N-acetylmuramate dehydrogenase	murB		KI216_RS09710	1029	342	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2045451	2045972	-							KI216_RS09715	522		old_locus_tag=ACBO_18880
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2045451	2045972	-	WP_005009134.1	WP_005009134.1		low molecular weight phosphotyrosine protein phosphatase			KI216_RS09715	522	173	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2046089	2047249	+							KI216_RS09720	1161		old_locus_tag=ACBO_18890
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2046089	2047249	+	WP_005009132.1	WP_005009132.1		iron-containing alcohol dehydrogenase			KI216_RS09720	1161	386	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2047362	2047535	+							KI216_RS09725	174		
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2047362	2047535	+	WP_018572912.1	WP_018572912.1		hypothetical protein			KI216_RS09725	174	57	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2047741	2048190	+							KI216_RS09730	450		old_locus_tag=ACBO_18900
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2047741	2048190	+	WP_005009130.1	WP_005009130.1		acyl-CoA thioesterase			KI216_RS09730	450	149	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2048183	2050291	-					dnaX		KI216_RS09735	2109		old_locus_tag=ACBO_18910
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2048183	2050291	-	WP_005009128.1	WP_005009128.1		DNA polymerase III subunit gamma/tau	dnaX		KI216_RS09735	2109	702	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2050352	2051083	-							KI216_RS09740	732		old_locus_tag=ACBO_18920
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2050352	2051083	-	WP_005009127.1	WP_005009127.1		hypothetical protein			KI216_RS09740	732	243	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2051186	2051638	-							KI216_RS09745	453		old_locus_tag=ACBO_18930
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2051186	2051638	-	WP_005009125.1	WP_005009125.1		copper resistance protein NlpE N-terminal domain-containing protein			KI216_RS09745	453	150	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2051719	2052978	-							KI216_RS09750	1260		old_locus_tag=ACBO_18940
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2051719	2052978	-	WP_005009123.1	WP_005009123.1		serine hydrolase			KI216_RS09750	1260	419	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2053058	2053912	-							KI216_RS09755	855		old_locus_tag=ACBO_18950
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2053058	2053912	-	WP_005009122.1	WP_005009122.1		hypothetical protein			KI216_RS09755	855	284	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2054069	2055460	-							KI216_RS09760	1392		old_locus_tag=ACBO_18960
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2054069	2055460	-	WP_005009120.1	WP_005009120.1		3-oxoacyl-ACP reductase			KI216_RS09760	1392	463	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2055701	2057242	+							KI216_RS09765	1542		old_locus_tag=ACBO_18970
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2055701	2057242	+	WP_005009119.1	WP_005009119.1		acetyl-CoA C-acetyltransferase			KI216_RS09765	1542	513	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2057302	2058378	-							KI216_RS09770	1077		old_locus_tag=ACBO_18980
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2057302	2058378	-	WP_228128344.1	WP_228128344.1		OmpW family protein			KI216_RS09770	1077	358	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2058605	2059030	-					aceI		KI216_RS09775	426		old_locus_tag=ACBO_18990
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2058605	2059030	-	WP_005009116.1	WP_005009116.1		chlorhexidine efflux PACE transporter AceI	aceI		KI216_RS09775	426	141	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2059162	2060052	+							KI216_RS09780	891		old_locus_tag=ACBO_19000
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2059162	2060052	+	WP_005009113.1	WP_005009113.1		LysR family transcriptional regulator			KI216_RS09780	891	296	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2060142	2061131	+					tal		KI216_RS09785	990		old_locus_tag=ACBO_19010
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2060142	2061131	+	WP_005009112.1	WP_005009112.1		transaldolase	tal		KI216_RS09785	990	329	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2061201	2061851	+					leuE		KI216_RS09790	651		old_locus_tag=ACBO_19020
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2061201	2061851	+	WP_005009111.1	WP_005009111.1		leucine efflux protein LeuE	leuE		KI216_RS09790	651	216	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2061990	2063156	+							KI216_RS09795	1167		old_locus_tag=ACBO_19030
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2061990	2063156	+	WP_005009110.1	WP_005009110.1		benzoate/H(+) symporter BenE family transporter			KI216_RS09795	1167	388	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2063217	2063777	-							KI216_RS09800	561		old_locus_tag=ACBO_19040
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2063217	2063777	-	WP_005009108.1	WP_005009108.1		TetR/AcrR family transcriptional regulator			KI216_RS09800	561	186	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2063777	2064121	-							KI216_RS09805	345		old_locus_tag=ACBO_19050
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2063777	2064121	-	WP_005009106.1	WP_005009106.1		SMR family transporter			KI216_RS09805	345	114	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2064208	2065203	-							KI216_RS09810	996		old_locus_tag=ACBO_19060
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2064208	2065203	-	WP_005009104.1	WP_005009104.1		alpha/beta hydrolase			KI216_RS09810	996	331	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2065468	2065911	+							KI216_RS09815	444		old_locus_tag=ACBO_19070
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2065468	2065911	+	WP_005009099.1	WP_005009099.1		universal stress protein			KI216_RS09815	444	147	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2066009	2066455	+							KI216_RS09820	447		old_locus_tag=ACBO_19080
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2066009	2066455	+	WP_005009096.1	WP_005009096.1		universal stress protein			KI216_RS09820	447	148	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2066511	2066960	-							KI216_RS09825	450		old_locus_tag=ACBO_19090
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2066511	2066960	-	WP_005009090.1	WP_005009090.1		RDD family protein			KI216_RS09825	450	149	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2067077	2067292	-							KI216_RS09830	216		old_locus_tag=ACBO_19100
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2067077	2067292	-	WP_005009083.1	WP_005009083.1		hypothetical protein			KI216_RS09830	216	71	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2067605	2070214	-					pepN		KI216_RS09835	2610		old_locus_tag=ACBO_19110
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2067605	2070214	-	WP_005009076.1	WP_005009076.1		aminopeptidase N	pepN		KI216_RS09835	2610	869	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2070901	2071164	+							KI216_RS09840	264		old_locus_tag=ACBO_19120
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2070901	2071164	+	WP_005009075.1	WP_005009075.1		hypothetical protein			KI216_RS09840	264	87	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2071354	2072520	+							KI216_RS09845	1167		old_locus_tag=ACBO_19130
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2071354	2072520	+	WP_005009071.1	WP_005009071.1		hypothetical protein			KI216_RS09845	1167	388	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2072597	2073484	+					thiM		KI216_RS09850	888		old_locus_tag=ACBO_19140
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2072597	2073484	+	WP_005009070.1	WP_005009070.1		hydroxyethylthiazole kinase	thiM		KI216_RS09850	888	295	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2073486	2074217	-							KI216_RS09855	732		old_locus_tag=ACBO_19150
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2073486	2074217	-	WP_005009068.1	WP_005009068.1		hypothetical protein			KI216_RS09855	732	243	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2074543	2076063	-							KI216_RS09860	1521		old_locus_tag=ACBO_19160
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2074543	2076063	-	WP_005009067.1	WP_005009067.1		TerC family protein			KI216_RS09860	1521	506	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2076538	2077002	+							KI216_RS09865	465		old_locus_tag=ACBO_19170
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2076538	2077002	+	WP_005009065.1	WP_005009065.1		MarR family transcriptional regulator			KI216_RS09865	465	154	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2077018	2077677	-							KI216_RS09870	660		old_locus_tag=ACBO_19180
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2077018	2077677	-	WP_005009063.1	WP_005009063.1		SOS response-associated peptidase family protein			KI216_RS09870	660	219	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2077946	2078437	-							KI216_RS09875	492		old_locus_tag=ACBO_19190
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2077946	2078437	-	WP_005009059.1	WP_005009059.1		hypothetical protein			KI216_RS09875	492	163	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2078516	2080678	-							KI216_RS09880	2163		old_locus_tag=ACBO_19200
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2078516	2080678	-	WP_005009057.1	WP_005009057.1		malate synthase G			KI216_RS09880	2163	720	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2081058	2082203	-							KI216_RS09885	1146		old_locus_tag=ACBO_19210
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2081058	2082203	-	WP_005009056.1	WP_005009056.1		cell division protein ZapE			KI216_RS09885	1146	381	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2082289	2083296	-							KI216_RS09890	1008		old_locus_tag=ACBO_19220
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2082289	2083296	-	WP_005009055.1	WP_005009055.1		AraC family transcriptional regulator			KI216_RS09890	1008	335	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2083453	2084958	+							KI216_RS09895	1506		old_locus_tag=ACBO_19230
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2083453	2084958	+	WP_005009051.1	WP_005009051.1		NAD(P)/FAD-dependent oxidoreductase			KI216_RS09895	1506	501	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2085008	2085916	+							KI216_RS09900	909		old_locus_tag=ACBO_19240
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2085008	2085916	+	WP_005009049.1	WP_005009049.1		lysine exporter LysO family protein			KI216_RS09900	909	302	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2086002	2086199	-							KI216_RS09905	198		old_locus_tag=ACBO_19250
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2086002	2086199	-	WP_005009047.1	WP_005009047.1		hypothetical protein			KI216_RS09905	198	65	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2086314	2086994	-					pyrF		KI216_RS09910	681		old_locus_tag=ACBO_19260
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2086314	2086994	-	WP_005009045.1	WP_005009045.1		orotidine-5'-phosphate decarboxylase	pyrF		KI216_RS09910	681	226	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2087219	2087584	-							KI216_RS09915	366		old_locus_tag=ACBO_19270
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2087219	2087584	-	WP_005009043.1	WP_005009043.1		lipopolysaccharide assembly protein LapA domain-containing protein			KI216_RS09915	366	121	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2087609	2087911	-							KI216_RS09920	303		old_locus_tag=ACBO_19280
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2087609	2087911	-	WP_005009041.1	WP_005009041.1		integration host factor subunit beta			KI216_RS09920	303	100	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2088075	2089751	-					rpsA		KI216_RS09925	1677		old_locus_tag=ACBO_19290
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2088075	2089751	-	WP_005009040.1	WP_005009040.1		30S ribosomal protein S1	rpsA		KI216_RS09925	1677	558	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2089860	2090543	-					cmk		KI216_RS09930	684		old_locus_tag=ACBO_19300
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2089860	2090543	-	WP_005009036.1	WP_005009036.1		(d)CMP kinase	cmk		KI216_RS09930	684	227	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2090562	2090993	-							KI216_RS09935	432		old_locus_tag=ACBO_19310
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2090562	2090993	-	WP_005009034.1	WP_005009034.1		SRPBCC family protein			KI216_RS09935	432	143	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2091049	2091573	-					tadA		KI216_RS09940	525		old_locus_tag=ACBO_19320
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2091049	2091573	-	WP_005009031.1	WP_005009031.1		tRNA adenosine(34) deaminase TadA	tadA		KI216_RS09940	525	174	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2091581	2092705	-							KI216_RS09945	1125		old_locus_tag=ACBO_19330
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2091581	2092705	-	WP_005009029.1	WP_005009029.1		enoyl-CoA hydratase/isomerase family protein			KI216_RS09945	1125	374	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2092702	2093415	-					ung		KI216_RS09950	714		old_locus_tag=ACBO_19340
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2092702	2093415	-	WP_005009026.1	WP_005009026.1		uracil-DNA glycosylase	ung		KI216_RS09950	714	237	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2093461	2094057	-							KI216_RS09955	597		old_locus_tag=ACBO_19350
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2093461	2094057	-	WP_005009024.1	WP_005009024.1		6-carboxytetrahydropterin synthase			KI216_RS09955	597	198	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2094179	2095156	-					gspK		KI216_RS09960	978		old_locus_tag=ACBO_19360
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2094179	2095156	-	WP_005009022.1	WP_005009022.1		type II secretion system minor pseudopilin GspK	gspK		KI216_RS09960	978	325	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2095153	2095875	-							KI216_RS09965	723		old_locus_tag=ACBO_19370
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2095153	2095875	-	WP_005009020.1	WP_005009020.1		prepilin-type N-terminal cleavage/methylation domain-containing protein			KI216_RS09965	723	240	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2095875	2096315	-					gspI		KI216_RS09970	441		old_locus_tag=ACBO_19380
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2095875	2096315	-	WP_005009019.1	WP_005009019.1		type II secretion system minor pseudopilin GspI	gspI		KI216_RS09970	441	146	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2096305	2096853	-							KI216_RS09975	549		old_locus_tag=ACBO_19390
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2096305	2096853	-	WP_005009018.1	WP_005009018.1		type II secretion system GspH family protein			KI216_RS09975	549	182	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2096863	2097477	-							KI216_RS09980	615		old_locus_tag=ACBO_19400
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2096863	2097477	-	WP_005009016.1	WP_005009016.1		TetR/AcrR family transcriptional regulator			KI216_RS09980	615	204	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2097522	2098295	-							KI216_RS09985	774		old_locus_tag=ACBO_19410
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2097522	2098295	-	WP_005009014.1	WP_005009014.1		TatD family hydrolase			KI216_RS09985	774	257	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2098327	2098668	-							KI216_RS09990	342		old_locus_tag=ACBO_19420
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2098327	2098668	-	WP_005009011.1	WP_005009011.1		PilZ domain-containing protein			KI216_RS09990	342	113	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2098686	2099669	-							KI216_RS09995	984		old_locus_tag=ACBO_19430
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2098686	2099669	-	WP_005009009.1	WP_005009009.1		DNA polymerase III, delta' subunit			KI216_RS09995	984	327	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2099686	2100447	-					kdsB		KI216_RS10000	762		old_locus_tag=ACBO_19440
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2099686	2100447	-	WP_005009008.1	WP_005009008.1		3-deoxy-manno-octulosonate cytidylyltransferase	kdsB		KI216_RS10000	762	253	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2100447	2101463	-					lpxK		KI216_RS10005	1017		old_locus_tag=ACBO_19450
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2100447	2101463	-	WP_005009005.1	WP_005009005.1		tetraacyldisaccharide 4'-kinase	lpxK		KI216_RS10005	1017	338	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2101464	2103191	-					msbA		KI216_RS10010	1728		old_locus_tag=ACBO_19460
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2101464	2103191	-	WP_005009003.1	WP_005009003.1		lipid A export permease/ATP-binding protein MsbA	msbA		KI216_RS10010	1728	575	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2103191	2103613	-							KI216_RS10015	423		old_locus_tag=ACBO_19470
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2103191	2103613	-	WP_005009001.1	WP_005009001.1		biopolymer transporter ExbD			KI216_RS10015	423	140	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2103623	2104264	-							KI216_RS10020	642		old_locus_tag=ACBO_19480
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2103623	2104264	-	WP_005008996.1	WP_005008996.1		MotA/TolQ/ExbB proton channel family protein			KI216_RS10020	642	213	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2104296	2105183	-							KI216_RS10025	888		old_locus_tag=ACBO_19490
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2104296	2105183	-	WP_005008995.1	WP_005008995.1		ParB/RepB/Spo0J family partition protein			KI216_RS10025	888	295	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2105180	2105962	-							KI216_RS10030	783		old_locus_tag=ACBO_19500
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2105180	2105962	-	WP_005008993.1	WP_005008993.1		ParA family protein			KI216_RS10030	783	260	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2105988	2106620	-					rsmG		KI216_RS10035	633		old_locus_tag=ACBO_19510
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	2105988	2106620	-	WP_005008991.1	WP_005008991.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		KI216_RS10035	633	210	
